order_id,order_date,customer_id,product_id,product_category,region,channel,salesperson,quantity,unit_price,discount,unit_cost,sales_amount,total_cost,profit,tax,payment_type,is_returned,gross_revenue,margin_pct
ORD100155,17-11-2024,CUST1612,PROD227,Sports,Central,Online,SP_29,2,1429.34,0.05,699.66,2715.75,1399.32,1316.43,0,Wallet,0,2715.75,0.4847
ORD100156,16-09-2025,CUST1043,PROD233,Beauty,North,Partner,SP_26,3,1645.96,0,1235.59,4937.88,3706.77,1231.11,888.82,Debit Card,0,5826.7,0.2493
ORD100157,08-06-2025,CUST1016,PROD207,Home & Kitchen,South,Online,SP_4,6,1608.9,0,1372.58,9653.4,8235.48,1417.92,1158.41,Credit Card,0,10811.81,0.1469
ORD100158,09-07-2022,CUST1329,PROD386,Sports,Central,Partner,SP_2,1,1107.24,0.1,527.05,996.52,527.05,469.47,49.83,Credit Card,0,1046.35,0.4711
ORD100159,02-06-2025,CUST1568,PROD399,Home & Kitchen,North,Retail,SP_9,2,1042.74,0.1,535.23,1876.93,1070.46,806.47,225.23,Wallet,0,2102.16,0.4297
ORD100160,30-07-2025,CUST1496,PROD376,Toys,South,Partner,SP_18,4,290.04,0.15,224.05,986.14,896.2,89.94,177.51,Credit Card,0,1163.65,0.0912
ORD100161,25-09-2023,CUST1011,PROD278,Sports,North,Partner,SP_17,4,1551.82,0,1003.68,6207.28,4014.72,2192.56,310.36,UPI,0,6517.64,0.3532
ORD100162,20-09-2023,CUST1317,PROD344,Toys,North,Online,SP_8,2,546.46,0.2,345.14,874.34,690.28,184.06,157.38,Cash,0,1031.72,0.2105
ORD100163,30-08-2024,CUST1591,PROD387,Electronics,East,Partner,SP_26,1,995.91,0,509.54,995.91,509.54,486.37,179.26,Net 30,0,1175.17,0.4884
ORD100164,06-07-2025,CUST1215,PROD286,Electronics,West,Partner,SP_15,4,572.13,0,387.93,2288.52,1551.72,736.8,411.93,Wallet,0,2700.45,0.322
ORD100165,11-12-2023,CUST1338,PROD287,Beauty,East,Online,SP_9,4,271.99,0.2,137.88,870.37,551.52,318.85,43.52,Debit Card,0,913.89,0.3663
ORD100166,11-10-2023,CUST1775,PROD372,Clothing,North,Retail,SP_17,1,1260.97,0,837.89,1260.97,837.89,423.08,63.05,Debit Card,0,1324.02,0.3355
ORD100167,14-11-2022,CUST1660,PROD268,Toys,Central,Retail,SP_23,3,113.39,0.05,89.99,323.16,269.97,53.19,16.16,Cash,0,339.32,0.1646
ORD100168,02-06-2025,CUST1080,PROD359,Toys,South,Retail,SP_2,1,1498.55,0,848.51,1498.55,848.51,650.04,74.93,Credit Card,0,1573.48,0.4338
ORD100169,11-06-2025,CUST1726,PROD371,Electronics,West,Partner,SP_6,6,638.59,0.05,425.53,3639.96,2553.18,1086.78,182,Credit Card,0,3821.96,0.2986
ORD100170,15-11-2023,CUST1484,PROD392,Toys,South,Online,SP_29,4,5.27,0.15,4.72,17.92,18.88,-0.96,2.15,Debit Card,0,20.07,-0.0536
ORD100171,26-10-2023,CUST1373,PROD286,Clothing,Central,Retail,SP_27,2,1024.7,0,777.74,2049.4,1555.48,493.92,245.93,Cash,0,2295.33,0.241
ORD100172,10-06-2025,CUST1709,PROD300,Home & Kitchen,West,Retail,SP_5,2,98.47,0.05,81.59,187.09,163.18,23.91,33.68,Debit Card,0,220.77,0.1278
ORD100173,10-02-2025,CUST1199,PROD207,Home & Kitchen,East,Retail,SP_17,3,555.96,0,353.97,1667.88,1061.91,605.97,0,Credit Card,0,1667.88,0.3633
ORD100174,18-03-2023,CUST1536,PROD276,Clothing,North,Retail,SP_2,6,1415.42,0.05,1126.02,8067.89,6756.12,1311.77,968.15,Wallet,0,9036.04,0.1626
ORD100175,18-07-2023,CUST1465,PROD399,Toys,Central,Online,SP_18,3,130.07,0,60.9,390.21,182.7,207.51,46.83,Net 30,0,437.04,0.5318
ORD100176,15-07-2025,CUST1088,PROD286,Toys,North,Retail,SP_10,3,1679.48,0,848.66,5038.44,2545.98,2492.46,604.61,Credit Card,0,5643.05,0.4947
ORD100177,10-02-2025,CUST1267,PROD242,Toys,North,Partner,SP_10,2,12.62,0,6.83,25.24,13.66,11.58,4.54,Wallet,0,29.78,0.4588
ORD100178,09-08-2024,CUST1654,PROD328,Grocery,South,Partner,SP_6,6,497.41,0,313.81,2984.46,1882.86,1101.6,358.14,Net 30,0,3342.6,0.3691
ORD100179,09-01-2025,CUST1570,PROD308,Beauty,Central,Online,SP_27,3,1483.1,0.15,1231.84,3781.9,3695.52,86.38,680.74,UPI,0,4462.64,0.0228
ORD100180,30-11-2023,CUST1488,PROD378,Sports,North,Wholesale,SP_12,1,635.96,0,385.28,635.96,385.28,250.68,31.8,Cash,0,667.76,0.3942
ORD100181,23-04-2022,CUST1537,PROD351,Clothing,East,Retail,SP_17,3,208.28,0,155.08,624.84,465.24,159.6,74.98,Wallet,0,699.82,0.2554
ORD100182,02-01-2022,CUST1046,PROD351,Clothing,West,Retail,SP_27,3,723.67,0,556.64,2171.01,1669.92,501.09,0,UPI,0,2171.01,0.2308
ORD100183,04-10-2023,CUST1287,PROD216,Grocery,Central,Partner,SP_13,2,544.43,0,388.6,1088.86,777.2,311.66,0,Credit Card,0,1088.86,0.2862
ORD100184,08-08-2022,CUST1777,PROD332,Clothing,South,Online,SP_20,4,1686.21,0.1,1029.87,6070.36,4119.48,1950.88,303.52,Cash,0,6373.88,0.3214
ORD100185,04-05-2024,CUST1015,PROD347,Clothing,Central,Wholesale,SP_28,1,630.13,0.2,447.19,504.1,447.19,56.91,25.2,Wallet,0,529.3,0.1129
ORD100186,02-06-2025,CUST1710,PROD220,Grocery,South,Partner,SP_16,1,1578.92,0,953.7,1578.92,953.7,625.22,78.95,Credit Card,0,1657.87,0.396
ORD100187,20-01-2023,CUST1400,PROD257,Clothing,West,Wholesale,SP_10,3,1784.28,0.15,870.27,4549.91,2610.81,1939.1,227.5,Cash,0,4777.41,0.4262
ORD100188,27-02-2025,CUST1793,PROD358,Toys,East,Online,SP_27,3,870.47,0.05,780.6,2480.84,2341.8,139.04,0,Cash,0,2480.84,0.056
ORD100189,12-12-2024,CUST1085,PROD309,Grocery,North,Online,SP_21,3,1820.34,0,923.33,5461.02,2769.99,2691.03,982.98,Credit Card,0,6444,0.4928
ORD100190,31-12-2023,CUST1249,PROD338,Beauty,Central,Online,SP_2,5,757.75,0.05,365.66,3599.31,1828.3,1771.01,0,Credit Card,0,3599.31,0.492
ORD100191,04-09-2022,CUST1390,PROD379,Electronics,South,Partner,SP_2,4,1928.34,0.05,1630.1,7327.69,6520.4,807.29,879.32,Wallet,0,8207.01,0.1102
ORD100192,15-04-2024,CUST1781,PROD342,Toys,West,Online,SP_23,3,183.13,0.05,107.28,521.92,321.84,200.08,26.1,Cash,0,548.02,0.3834
ORD100193,22-07-2022,CUST1334,PROD334,Toys,North,Partner,SP_7,3,1375.6,0.15,1021.57,3507.78,3064.71,443.07,631.4,Wallet,0,4139.18,0.1263
ORD100194,22-04-2025,CUST1628,PROD227,Sports,West,Partner,SP_6,2,990.16,0,592.17,1980.32,1184.34,795.98,356.46,Cash,0,2336.78,0.4019
ORD100195,03-05-2022,CUST1518,PROD250,Grocery,East,Retail,SP_1,5,778.36,0.15,487.37,3308.03,2436.85,871.18,396.96,Wallet,0,3704.99,0.2634
ORD100196,05-02-2023,CUST1136,PROD385,Electronics,North,Partner,SP_12,5,1267.26,0.1,719.74,5702.67,3598.7,2103.97,684.32,Credit Card,0,6386.99,0.3689
ORD100197,06-02-2024,CUST1687,PROD204,Clothing,North,Partner,SP_13,2,1409.19,0,851.67,2818.38,1703.34,1115.04,0,Credit Card,0,2818.38,0.3956
ORD100198,21-10-2022,CUST1497,PROD204,Electronics,North,Retail,SP_12,3,13.7,0.05,8.7,39.04,26.1,12.94,7.03,Debit Card,0,46.07,0.3315
ORD100199,07-10-2022,CUST1726,PROD293,Beauty,South,Wholesale,SP_19,3,338.07,0,261.73,1014.21,785.19,229.02,182.56,Wallet,0,1196.77,0.2258
ORD100200,02-06-2024,CUST1476,PROD295,Home & Kitchen,North,Retail,SP_9,4,1427.53,0.2,970.99,4568.1,3883.96,684.14,822.26,Debit Card,0,5390.36,0.1498
ORD100201,17-07-2022,CUST1593,PROD207,Toys,West,Retail,SP_10,2,1334.44,0.05,1167.11,2535.44,2334.22,201.22,304.25,Debit Card,0,2839.69,0.0794
ORD100202,08-09-2024,CUST1222,PROD263,Grocery,South,Online,SP_17,4,1932.26,0,905.93,7729.04,3623.72,4105.32,386.45,UPI,0,8115.49,0.5312
ORD100203,22-01-2024,CUST1371,PROD337,Grocery,North,Online,SP_18,3,1523.27,0,1030.31,4569.81,3090.93,1478.88,822.57,Cash,0,5392.38,0.3236
ORD100204,24-05-2022,CUST1401,PROD237,Electronics,West,Retail,SP_8,5,1901.79,0.05,1355.79,9033.5,6778.95,2254.55,451.68,Net 30,0,9485.18,0.2496
ORD100205,01-09-2023,CUST1442,PROD310,Sports,West,Online,SP_7,4,1406.57,0,1215.4,5626.28,4861.6,764.68,675.15,UPI,0,6301.43,0.1359
ORD100206,09-05-2025,CUST1489,PROD311,Beauty,Central,Retail,SP_9,2,599.61,0,283.09,1199.22,566.18,633.04,0,Cash,0,1199.22,0.5279
ORD100207,21-02-2025,CUST1614,PROD280,Home & Kitchen,West,Online,SP_10,2,215.2,0,152.38,430.4,304.76,125.64,77.47,Net 30,0,507.87,0.2919
ORD100208,06-07-2022,CUST1272,PROD335,Beauty,East,Partner,SP_12,3,1564.74,0,1305.2,4694.22,3915.6,778.62,234.71,Debit Card,0,4928.93,0.1659
ORD100209,11-09-2025,CUST1525,PROD303,Grocery,North,Online,SP_15,5,1290.08,0,720.98,6450.4,3604.9,2845.5,322.52,Net 30,0,6772.92,0.4411
ORD100210,09-04-2023,CUST1158,PROD352,Clothing,North,Online,SP_15,3,101.13,0,85.39,303.39,256.17,47.22,36.41,Credit Card,0,339.8,0.1556
ORD100211,22-10-2023,CUST1151,PROD272,Home & Kitchen,North,Partner,SP_28,4,723.3,0,331.68,2893.2,1326.72,1566.48,347.18,Credit Card,0,3240.38,0.5414
ORD100212,03-02-2024,CUST1619,PROD393,Grocery,West,Retail,SP_4,2,1913.82,0.05,1492.02,3636.26,2984.04,652.22,436.35,Wallet,0,4072.61,0.1794
ORD100213,12-08-2024,CUST1187,PROD377,Sports,West,Online,SP_4,3,1003.3,0.05,872.77,2859.4,2618.31,241.09,142.97,Cash,0,3002.37,0.0843
ORD100214,07-02-2023,CUST1097,PROD394,Home & Kitchen,North,Online,SP_23,5,868.29,0,647.52,4341.45,3237.6,1103.85,0,UPI,0,4341.45,0.2543
ORD100215,27-05-2022,CUST1130,PROD248,Grocery,South,Partner,SP_1,5,918.11,0,594.53,4590.55,2972.65,1617.9,550.87,Debit Card,0,5141.42,0.3524
ORD100216,17-03-2025,CUST1170,PROD235,Sports,South,Partner,SP_26,3,421.72,0.05,198.29,1201.9,594.87,607.03,216.34,Cash,0,1418.24,0.5051
ORD100217,13-05-2024,CUST1182,PROD325,Clothing,East,Partner,SP_12,4,740.57,0,639.89,2962.28,2559.56,402.72,533.21,Debit Card,0,3495.49,0.1359
ORD100218,04-05-2023,CUST1363,PROD267,Sports,Central,Wholesale,SP_25,5,742.78,0,491.45,3713.9,2457.25,1256.65,445.67,Credit Card,0,4159.57,0.3384
ORD100219,17-07-2024,CUST1038,PROD277,Beauty,East,Partner,SP_2,4,109.45,0,50.68,437.8,202.72,235.08,78.8,UPI,0,516.6,0.537
ORD100220,05-07-2023,CUST1526,PROD304,Electronics,North,Retail,SP_15,2,1536.3,0.1,1168.23,2765.34,2336.46,428.88,331.84,UPI,0,3097.18,0.1551
ORD100221,04-12-2022,CUST1496,PROD368,Beauty,North,Online,SP_17,3,835.93,0.1,557.42,2257.01,1672.26,584.75,270.84,Credit Card,0,2527.85,0.2591
ORD100222,21-05-2024,CUST1515,PROD321,Grocery,North,Online,SP_7,3,1645.25,0.1,832.42,4442.18,2497.26,1944.92,533.06,Net 30,0,4975.24,0.4378
ORD100223,03-10-2023,CUST1348,PROD318,Grocery,Central,Wholesale,SP_6,1,1701.44,0.1,929.7,1531.3,929.7,601.6,183.76,UPI,0,1715.06,0.3929
ORD100224,18-04-2023,CUST1396,PROD389,Toys,West,Online,SP_12,4,427.93,0.05,204.99,1626.13,819.96,806.17,195.14,Net 30,0,1821.27,0.4958
ORD100225,31-05-2022,CUST1721,PROD313,Beauty,Central,Online,SP_19,2,1316.42,0,932.59,2632.84,1865.18,767.66,315.94,Debit Card,0,2948.78,0.2916
ORD100226,14-08-2025,CUST1160,PROD209,Home & Kitchen,East,Retail,SP_1,6,947.2,0.05,691.37,5399.04,4148.22,1250.82,269.95,UPI,0,5668.99,0.2317
ORD100227,20-09-2022,CUST1015,PROD348,Clothing,West,Online,SP_28,5,1760.91,0,1193.16,8804.55,5965.8,2838.75,440.23,Wallet,0,9244.78,0.3224
ORD100228,24-05-2022,CUST1492,PROD363,Toys,West,Retail,SP_21,4,435.4,0.05,356.02,1654.52,1424.08,230.44,0,Credit Card,0,1654.52,0.1393
ORD100229,12-12-2022,CUST1425,PROD339,Toys,East,Wholesale,SP_26,3,1357.24,0.1,1136.63,3664.55,3409.89,254.66,439.75,Net 30,0,4104.3,0.0695
ORD100230,16-09-2023,CUST1107,PROD290,Toys,West,Retail,SP_14,1,1217.47,0.05,885.14,1156.6,885.14,271.46,57.83,Wallet,0,1214.43,0.2347
ORD100231,13-10-2024,CUST1449,PROD201,Grocery,South,Partner,SP_4,4,594.13,0,270.77,2376.52,1083.08,1293.44,118.83,Debit Card,0,2495.35,0.5443
ORD100232,30-05-2024,CUST1310,PROD317,Electronics,East,Partner,SP_5,2,277.52,0,211.71,555.04,423.42,131.62,66.6,Debit Card,0,621.64,0.2371
ORD100233,02-01-2022,CUST1738,PROD212,Sports,East,Wholesale,SP_1,2,1305.02,0.05,832.73,2479.54,1665.46,814.08,297.54,UPI,0,2777.08,0.3283
ORD100234,15-06-2024,CUST1169,PROD380,Home & Kitchen,South,Online,SP_1,2,1478.5,0.05,1041.6,2809.15,2083.2,725.95,337.1,UPI,0,3146.25,0.2584
ORD100235,20-08-2025,CUST1545,PROD359,Grocery,Central,Retail,SP_21,2,634.68,0.15,470.99,1078.96,941.98,136.98,129.48,Wallet,0,1208.44,0.127
ORD100236,11-09-2022,CUST1413,PROD294,Clothing,Central,Partner,SP_6,3,1291.44,0,784.69,3874.32,2354.07,1520.25,697.38,Cash,0,4571.7,0.3924
ORD100237,29-03-2023,CUST1250,PROD343,Grocery,Central,Retail,SP_5,3,793.29,0.1,684.37,2141.88,2053.11,88.77,385.54,Cash,0,2527.42,0.0414
ORD100238,26-11-2024,CUST1758,PROD231,Electronics,West,Partner,SP_2,2,1427.85,0.05,728.62,2712.91,1457.24,1255.67,488.32,UPI,0,3201.23,0.4628
ORD100239,29-03-2025,CUST1780,PROD231,Grocery,South,Retail,SP_25,1,402.43,0.15,302.7,342.07,302.7,39.37,41.05,Cash,0,383.12,0.1151
ORD100240,11-10-2024,CUST1140,PROD323,Grocery,East,Online,SP_21,6,1780.98,0.05,804.93,10151.59,4829.58,5322.01,507.58,Credit Card,0,10659.17,0.5243
ORD100241,09-01-2022,CUST1273,PROD210,Beauty,East,Wholesale,SP_27,1,578.38,0.05,500.93,549.46,500.93,48.53,98.9,Wallet,0,648.36,0.0883
ORD100242,10-06-2025,CUST1415,PROD209,Clothing,East,Online,SP_27,1,738.73,0.05,369.83,701.79,369.83,331.96,35.09,Credit Card,0,736.88,0.473
ORD100243,27-01-2025,CUST1607,PROD214,Toys,West,Retail,SP_5,2,120.89,0.1,59.56,217.6,119.12,98.48,10.88,Cash,0,228.48,0.4526
ORD100244,26-03-2024,CUST1738,PROD216,Clothing,West,Partner,SP_26,2,227.47,0.2,136.45,363.95,272.9,91.05,43.67,UPI,1,407.62,0.2502
ORD100245,27-07-2022,CUST1038,PROD367,Clothing,Central,Partner,SP_9,4,1034.14,0,639.21,4136.56,2556.84,1579.72,0,Credit Card,0,4136.56,0.3819
ORD100246,28-02-2025,CUST1028,PROD345,Beauty,West,Wholesale,SP_19,2,538.85,0,294.45,1077.7,588.9,488.8,193.99,Debit Card,0,1271.69,0.4536
ORD100247,08-02-2023,CUST1476,PROD382,Sports,Central,Online,SP_21,2,1671.78,0.15,1192.49,2842.03,2384.98,457.05,341.04,UPI,0,3183.07,0.1608
ORD100248,01-06-2022,CUST1317,PROD352,Grocery,Central,Online,SP_15,2,34.31,0.05,22.28,65.19,44.56,20.63,7.82,Wallet,0,73.01,0.3165
ORD100249,23-02-2022,CUST1244,PROD258,Home & Kitchen,East,Online,SP_13,4,761.29,0.05,354.29,2892.9,1417.16,1475.74,347.15,Net 30,0,3240.05,0.5101
ORD100250,17-02-2025,CUST1747,PROD277,Toys,West,Partner,SP_12,3,678,0,402.63,2034,1207.89,826.11,244.08,Net 30,0,2278.08,0.4062
ORD100251,20-09-2023,CUST1696,PROD323,Sports,Central,Wholesale,SP_5,1,43.56,0,35.49,43.56,35.49,8.07,0,UPI,0,43.56,0.1853
ORD100252,10-08-2023,CUST1271,PROD313,Electronics,South,Partner,SP_2,4,253.11,0.1,192.46,911.2,769.84,141.36,109.34,Cash,0,1020.54,0.1551
ORD100253,14-04-2022,CUST1439,PROD221,Grocery,South,Online,SP_27,2,830.22,0.1,644.41,1494.4,1288.82,205.58,179.33,Credit Card,0,1673.73,0.1376
ORD100254,11-09-2022,CUST1747,PROD357,Toys,West,Retail,SP_4,2,988.26,0,755.18,1976.52,1510.36,466.16,237.18,Credit Card,0,2213.7,0.2358
ORD100255,04-06-2025,CUST1238,PROD371,Home & Kitchen,East,Partner,SP_27,1,811.56,0,478.77,811.56,478.77,332.79,97.39,UPI,0,908.95,0.4101
ORD100256,09-02-2025,CUST1376,PROD231,Grocery,East,Wholesale,SP_27,5,1064.22,0.1,526.63,4788.99,2633.15,2155.84,239.45,Debit Card,0,5028.44,0.4502
ORD100257,25-05-2023,CUST1265,PROD378,Electronics,Central,Online,SP_18,2,1192.29,0,682.72,2384.58,1365.44,1019.14,119.23,Wallet,0,2503.81,0.4274
ORD100258,09-04-2022,CUST1358,PROD373,Beauty,West,Retail,SP_21,3,24.8,0.15,20.44,63.24,61.32,1.92,3.16,Cash,0,66.4,0.0304
ORD100259,02-06-2022,CUST1339,PROD312,Sports,South,Partner,SP_10,4,930.87,0,829.6,3723.48,3318.4,405.08,186.17,Debit Card,0,3909.65,0.1088
ORD100260,02-07-2024,CUST1388,PROD319,Grocery,Central,Retail,SP_13,2,1927.18,0.05,1295.51,3661.64,2591.02,1070.62,659.1,UPI,0,4320.74,0.2924
ORD100261,27-05-2024,CUST1576,PROD348,Toys,Central,Retail,SP_12,6,1040.47,0.15,472.75,5306.4,2836.5,2469.9,955.15,UPI,1,6261.55,0.4655
ORD100262,04-12-2022,CUST1688,PROD321,Clothing,North,Wholesale,SP_2,4,1356.7,0.05,696.01,5155.46,2784.04,2371.42,257.77,Debit Card,0,5413.23,0.46
ORD100263,01-04-2024,CUST1002,PROD231,Home & Kitchen,West,Partner,SP_26,4,627.17,0,373.13,2508.68,1492.52,1016.16,301.04,Net 30,0,2809.72,0.4051
ORD100264,01-04-2025,CUST1428,PROD318,Grocery,Central,Wholesale,SP_15,5,1549.11,0.05,1100.43,7358.27,5502.15,1856.12,882.99,UPI,0,8241.26,0.2522
ORD100265,14-08-2024,CUST1141,PROD238,Toys,South,Online,SP_14,2,1546.98,0,748.42,3093.96,1496.84,1597.12,154.7,Wallet,0,3248.66,0.5162
ORD100266,10-06-2022,CUST1375,PROD211,Clothing,North,Retail,SP_25,3,1044.99,0,913.86,3134.97,2741.58,393.39,156.75,Cash,0,3291.72,0.1255
ORD100267,11-03-2024,CUST1669,PROD374,Toys,South,Wholesale,SP_10,3,1952.15,0.2,1199.18,4685.16,3597.54,1087.62,843.33,Debit Card,0,5528.49,0.2321
ORD100268,02-02-2023,CUST1323,PROD217,Grocery,East,Wholesale,SP_22,3,255.47,0.1,219.87,689.77,659.61,30.16,82.77,Net 30,0,772.54,0.0437
ORD100269,24-07-2025,CUST1145,PROD348,Electronics,North,Online,SP_8,6,38.81,0.05,31.1,221.22,186.6,34.62,39.82,Debit Card,0,261.04,0.1565
ORD100270,26-03-2024,CUST1292,PROD340,Clothing,North,Partner,SP_25,4,1541.47,0,1217.68,6165.88,4870.72,1295.16,308.29,Net 30,0,6474.17,0.2101
ORD100271,04-03-2025,CUST1664,PROD348,Clothing,Central,Wholesale,SP_15,4,1615.28,0,1167.89,6461.12,4671.56,1789.56,775.33,Net 30,0,7236.45,0.277
ORD100272,03-05-2025,CUST1431,PROD325,Toys,East,Retail,SP_13,4,244.81,0,179.21,979.24,716.84,262.4,48.96,Wallet,0,1028.2,0.268
ORD100273,05-02-2023,CUST1704,PROD335,Beauty,Central,Retail,SP_8,2,534.84,0.05,394.23,1016.2,788.46,227.74,50.81,Cash,0,1067.01,0.2241
ORD100274,02-10-2023,CUST1584,PROD245,Grocery,West,Retail,SP_21,4,40.02,0.1,29.33,144.07,117.32,26.75,17.29,UPI,0,161.36,0.1857
ORD100275,22-11-2024,CUST1398,PROD303,Beauty,South,Retail,SP_21,6,590.15,0.05,412.62,3363.85,2475.72,888.13,168.19,Net 30,0,3532.04,0.264
ORD100276,19-11-2023,CUST1343,PROD334,Sports,South,Wholesale,SP_22,2,1547.42,0.1,1383.22,2785.36,2766.44,18.92,139.27,UPI,0,2924.63,0.0068
ORD100277,05-04-2023,CUST1139,PROD350,Electronics,Central,Retail,SP_14,4,1038.33,0,809.41,4153.32,3237.64,915.68,207.67,Cash,0,4360.99,0.2205
ORD100278,12-08-2024,CUST1186,PROD285,Beauty,South,Wholesale,SP_1,1,699.45,0,559.3,699.45,559.3,140.15,0,UPI,0,699.45,0.2004
ORD100279,15-04-2023,CUST1060,PROD349,Toys,South,Partner,SP_13,3,746.62,0,629.11,2239.86,1887.33,352.53,268.78,Wallet,0,2508.64,0.1574
ORD100280,11-11-2024,CUST1379,PROD288,Grocery,West,Retail,SP_27,1,7.7,0,4.21,7.7,4.21,3.49,0.92,Wallet,0,8.62,0.4532
ORD100281,20-01-2024,CUST1709,PROD221,Beauty,East,Partner,SP_8,3,603.1,0,294.14,1809.3,882.42,926.88,0,Credit Card,0,1809.3,0.5123
ORD100282,07-02-2022,CUST1439,PROD291,Sports,North,Wholesale,SP_18,2,1294.69,0.2,863.95,2071.5,1727.9,343.6,103.58,Wallet,0,2175.08,0.1659
ORD100283,18-08-2022,CUST1318,PROD228,Home & Kitchen,Central,Online,SP_22,4,1948.52,0,1327.6,7794.08,5310.4,2483.68,389.7,Net 30,0,8183.78,0.3187
ORD100284,17-07-2023,CUST1301,PROD212,Sports,Central,Partner,SP_30,3,1694.89,0.15,1395.12,4321.97,4185.36,136.61,518.64,Cash,0,4840.61,0.0316
ORD100285,14-03-2023,CUST1343,PROD201,Clothing,West,Retail,SP_30,6,52.07,0,33.83,312.42,202.98,109.44,0,Wallet,0,312.42,0.3503
ORD100286,30-07-2025,CUST1010,PROD228,Grocery,West,Online,SP_9,4,1797.63,0.2,1270.72,5752.42,5082.88,669.54,690.29,Debit Card,0,6442.71,0.1164
ORD100287,27-01-2022,CUST1061,PROD379,Clothing,North,Partner,SP_13,2,1567.48,0.05,1077.14,2978.21,2154.28,823.93,0,Cash,0,2978.21,0.2767
ORD100288,14-08-2022,CUST1225,PROD226,Beauty,East,Wholesale,SP_3,2,1561.85,0.15,729.68,2655.14,1459.36,1195.78,132.76,Net 30,0,2787.9,0.4504
ORD100289,24-07-2025,CUST1152,PROD249,Beauty,Central,Wholesale,SP_18,4,918.7,0,667.75,3674.8,2671,1003.8,661.46,Cash,1,4336.26,0.2732
ORD100290,08-03-2024,CUST1710,PROD294,Sports,West,Wholesale,SP_10,1,799.02,0.1,657.29,719.12,657.29,61.83,86.29,Wallet,0,805.41,0.086
ORD100291,11-10-2022,CUST1563,PROD350,Sports,Central,Partner,SP_5,1,609.32,0.15,317.38,517.92,317.38,200.54,0,Debit Card,0,517.92,0.3872
ORD100292,28-05-2024,CUST1771,PROD287,Toys,South,Wholesale,SP_27,2,136.06,0,97.62,272.12,195.24,76.88,48.98,Credit Card,0,321.1,0.2825
ORD100293,17-08-2024,CUST1570,PROD243,Electronics,Central,Partner,SP_25,2,460.33,0,330.11,920.66,660.22,260.44,110.48,Net 30,0,1031.14,0.2829
ORD100294,29-03-2023,CUST1583,PROD221,Toys,East,Retail,SP_6,3,496.97,0,260.35,1490.91,781.05,709.86,268.36,Net 30,0,1759.27,0.4761
ORD100295,16-10-2024,CUST1659,PROD370,Clothing,East,Retail,SP_30,5,970.73,0.15,490.76,4125.6,2453.8,1671.8,495.07,Cash,0,4620.67,0.4052
ORD100296,26-03-2024,CUST1574,PROD364,Toys,Central,Partner,SP_8,3,1496.15,0.05,1333.1,4264.03,3999.3,264.73,511.68,UPI,0,4775.71,0.0621
ORD100297,21-10-2023,CUST1309,PROD388,Sports,South,Partner,SP_24,7,950.25,0.05,595.97,6319.16,4171.79,2147.37,1137.45,UPI,0,7456.61,0.3398
ORD100298,01-07-2023,CUST1242,PROD296,Grocery,East,Online,SP_7,2,120.4,0,66.5,240.8,133,107.8,12.04,Debit Card,0,252.84,0.4477
ORD100299,30-04-2025,CUST1492,PROD383,Toys,West,Wholesale,SP_21,3,1915.79,0,1009.81,5747.37,3029.43,2717.94,689.68,Credit Card,0,6437.05,0.4729
ORD100300,08-12-2024,CUST1365,PROD202,Home & Kitchen,Central,Retail,SP_18,2,1885.74,0.1,1415.1,3394.33,2830.2,564.13,407.32,Credit Card,0,3801.65,0.1662
ORD100301,17-01-2022,CUST1329,PROD390,Electronics,South,Retail,SP_14,4,1571.45,0,1138.12,6285.8,4552.48,1733.32,0,Cash,0,6285.8,0.2758
ORD100302,10-04-2025,CUST1106,PROD317,Sports,West,Online,SP_15,4,1982.7,0.05,1466.4,7534.26,5865.6,1668.66,0,Cash,0,7534.26,0.2215
ORD100303,28-05-2025,CUST1225,PROD218,Grocery,Central,Partner,SP_10,5,1091.24,0.15,534.27,4637.77,2671.35,1966.42,231.89,UPI,0,4869.66,0.424
ORD100304,07-06-2022,CUST1217,PROD222,Beauty,South,Partner,SP_26,6,1925.72,0,1640.89,11554.32,9845.34,1708.98,1386.52,Wallet,0,12940.84,0.1479
ORD100305,22-04-2023,CUST1752,PROD356,Toys,West,Online,SP_21,4,155.83,0.05,97.42,592.15,389.68,202.47,71.06,Credit Card,0,663.21,0.3419
ORD100306,05-12-2024,CUST1505,PROD229,Sports,East,Wholesale,SP_12,3,734.53,0,434.12,2203.59,1302.36,901.23,264.43,Wallet,0,2468.02,0.409
ORD100307,02-06-2023,CUST1258,PROD238,Beauty,Central,Partner,SP_7,4,454.64,0.05,299.18,1727.63,1196.72,530.91,0,Credit Card,0,1727.63,0.3073
ORD100308,09-04-2022,CUST1773,PROD307,Beauty,Central,Partner,SP_28,2,395.69,0,247.52,791.38,495.04,296.34,94.97,Wallet,0,886.35,0.3745
ORD100309,26-11-2024,CUST1516,PROD310,Clothing,East,Wholesale,SP_28,7,285.9,0.1,239.76,1801.17,1678.32,122.85,324.21,Wallet,0,2125.38,0.0682
ORD100310,07-10-2022,CUST1772,PROD224,Clothing,North,Wholesale,SP_7,4,1246.72,0,1082.36,4986.88,4329.44,657.44,249.34,Credit Card,0,5236.22,0.1318
ORD100311,12-05-2023,CUST1053,PROD327,Grocery,West,Online,SP_11,2,1563.74,0,917.22,3127.48,1834.44,1293.04,375.3,Debit Card,0,3502.78,0.4134
